episode,step,total_queue,avg_latency
31,6,0,2.6666666666666665
31,7,0,2.6666666666666665
31,8,0,2.6666666666666665
31,9,0,3.8
31,10,0,3.8
31,11,0,3.8
31,12,0,4.666666666666667
31,13,0,5.0
31,14,0,5.0
31,15,0,5.75
31,16,0,5.75
31,17,0,6.8
31,18,0,6.8
31,19,0,6.8
31,20,0,6.363636363636363
31,21,0,6.866666666666666
31,22,4,6.866666666666666
31,23,6,7.117647058823529
31,24,7,7.5
31,25,6,7.315789473684211
31,26,9,7.315789473684211
31,27,11,7.809523809523809
31,28,11,8.272727272727273
31,29,11,8.347826086956522
31,30,11,8.833333333333334
31,31,10,9.5
31,32,9,9.928571428571429
31,33,9,9.928571428571429
31,34,11,10.903225806451612
32,0,0,0
32,1,0,0
32,2,0,0
32,3,0,0
32,4,0,4.0
32,5,0,4.0
32,6,0,4.0
32,7,0,4.666666666666667
32,8,0,5.5
32,9,0,5.5
32,10,0,5.5
32,11,0,6.4
32,12,0,7.166666666666667
32,13,1,7.166666666666667
32,14,1,6.428571428571429
32,15,1,8.0
32,16,0,7.6
32,17,0,7.6
32,18,0,8.166666666666666
32,19,0,8.76923076923077
32,20,0,9.357142857142858
32,21,0,9.357142857142858
32,22,0,9.357142857142858
32,23,0,10.625
32,24,0,10.625
32,25,0,11.294117647058824
32,26,1,11.88888888888889
32,27,1,11.368421052631579
32,28,2,12.0
32,29,3,11.619047619047619
32,30,6,12.227272727272727
32,31,5,12.5
32,32,7,13.08
32,33,8,13.37037037037037
32,34,8,13.655172413793103
33,0,0,0
33,1,0,0
